Elemento,Prefab,Hijo,Pivote_local,Euler_inicial,Rango
Tierra,Casa_Pequena,Contraventana_HingeY_3,"[1.41, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Casa_Pequena,Contraventana_HingeY_4,"[2.49, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Casa_Jugador,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Casa_Jugador,Contraventana_HingeY,"[-2.99, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Casa_Jugador,Contraventana_HingeY_2,"[-1.9100000000000001, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Casa_Jugador,Contraventana_HingeY_3,"[1.9100000000000001, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Casa_Jugador,Contraventana_HingeY_4,"[2.99, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Casa_Dos_Estancias,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Casa_Dos_Estancias,Contraventana_HingeY,"[-3.49, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Casa_Dos_Estancias,Contraventana_HingeY_2,"[-2.41, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Casa_Dos_Estancias,Contraventana_HingeY_3,"[2.41, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Casa_Dos_Estancias,Contraventana_HingeY_4,"[3.49, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Posada,Puerta_HingeY,"[-0.84, 0.12, -4.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Posada,Contraventana_HingeY,"[-3.49, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Posada,Contraventana_HingeY_2,"[-2.41, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Posada,Contraventana_HingeY_3,"[2.41, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Posada,Contraventana_HingeY_4,"[3.49, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Tienda_Armas,Puerta_HingeY,"[-0.84, 0.12, -3.22]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Tienda_Armas,Contraventana_HingeY,"[-2.99, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Tienda_Armas,Contraventana_HingeY_2,"[-1.9100000000000001, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Tienda_Armas,Contraventana_HingeY_3,"[1.9100000000000001, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Tienda_Armas,Contraventana_HingeY_4,"[2.99, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Tienda_Armaduras,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Tienda_Armaduras,Contraventana_HingeY,"[-2.99, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Tienda_Armaduras,Contraventana_HingeY_2,"[-1.9100000000000001, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Tienda_Armaduras,Contraventana_HingeY_3,"[1.9100000000000001, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Tienda_Armaduras,Contraventana_HingeY_4,"[2.99, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Tienda_Artefactos,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Tienda_Artefactos,Contraventana_HingeY,"[-2.74, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Tienda_Artefactos,Contraventana_HingeY_2,"[-1.6600000000000001, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Tienda_Artefactos,Contraventana_HingeY_3,"[1.6600000000000001, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Tienda_Artefactos,Contraventana_HingeY_4,"[2.74, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Herreria,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Herreria,Contraventana_HingeY,"[-3.24, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Herreria,Contraventana_HingeY_2,"[-2.16, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Herreria,Contraventana_HingeY_3,"[2.16, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Herreria,Contraventana_HingeY_4,"[3.24, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Archivo,Puerta_HingeY,"[-0.84, 0.12, -4.22]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Archivo,Contraventana_HingeY,"[-3.49, 1.22, -4.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Archivo,Contraventana_HingeY_2,"[-2.41, 1.22, -4.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Archivo,Contraventana_HingeY_3,"[2.41, 1.22, -4.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Archivo,Contraventana_HingeY_4,"[3.49, 1.22, -4.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Santuario,Puerta_HingeY,"[-0.84, 0.12, -4.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Santuario,Contraventana_HingeY,"[-3.24, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Santuario,Contraventana_HingeY_2,"[-2.16, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Santuario,Contraventana_HingeY_3,"[2.16, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Santuario,Contraventana_HingeY_4,"[3.24, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Mercado_Negro,Puerta_HingeY,"[-0.84, 0.12, -3.22]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Mercado_Negro,Contraventana_HingeY,"[-2.74, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Mercado_Negro,Contraventana_HingeY_2,"[-1.6600000000000001, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Mercado_Negro,Contraventana_HingeY_3,"[1.6600000000000001, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Mercado_Negro,Contraventana_HingeY_4,"[2.74, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Museo,Puerta_HingeY,"[-0.84, 0.12, -4.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Tierra,Museo,Contraventana_HingeY,"[-3.49, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Museo,Contraventana_HingeY_2,"[-2.41, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Museo,Contraventana_HingeY_3,"[2.41, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Tierra,Museo,Contraventana_HingeY_4,"[3.49, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Tierra,Porton,Hoja_Izquierda_HingeY,"[-1.8, 0, 0]","[0, 90, 0]",Y 0..90
Tierra,Porton,Hoja_Derecha_HingeY,"[1.8, 0, 0]","[0, 90, 0]",Y 180..90
Tierra,Farola,Farol_SwingX,"[0.59, 2.68, 0]","[0, 0, 0]",X +/-12; Z +/-12
Tierra,Farol_Pared,Farol_SwingX,"[0, 0.8, 0.45]","[0, 0, 0]",X +/-12; Z +/-12
Tierra,Portilla,Portilla_HingeY,"[-0.8, 0, 0]","[0, 0, 0]",Y 0..100
Tierra,Barril_Cerrado,Tapa_ExtraibleY,"[0, 1.04, 0]","[0, 0, 0]",traslacion +Y
Tierra,Caja_Cerrada,Tapa_HingeX,"[0, 0.77, 0.42]","[0, 0, 0]",X 0..-100
Tierra,Carro_Mano,Rueda_1_AxleZ,"[0.7311973, 0.512, -0.69]","[0, 0, 0]",Z 0..360
Tierra,Carro_Mano,Rueda_2_AxleZ,"[0.7311973, 0.512, 0.69]","[0, 0, 0]",Z 0..360
Tierra,Carretilla,Rueda_1_AxleZ,"[0.7091189999999999, 0.342, 0.0]","[0, 0, 0]",Z 0..360
Tierra,Pozo,Torno_AxleX,"[0, 1.66, 0]","[0, 0, 0]",X 0..360
Tierra,Cubo,Asa_AxleX,"[0, 0.51, 0]","[0, 0, 0]",X 0..90
Tierra,Armario,Puerta_HingeY,"[-0.65, 0.1, -0.4]","[0, 0, 0]",Y +/-100 desde cerrado
Tierra,Armario,Puerta_HingeY_2,"[0.65, 0.1, -0.4]","[0, 180, 0]",Y +/-100 desde cerrado
Tierra,Cofre,Tapa_HingeX,"[0, 0.58, 0.34]","[0, 0, 0]",X 0..-105
Tierra,Puerta,Hoja_HingeY,"[0, 0, 0]","[0, 0, 0]",Y 0..100
Tierra,Contraventana,Hoja_HingeY,"[0, 0, 0]","[0, 0, 0]",Y 0..100
Tierra,Trampilla,Tapa_HingeX,"[0, 0, 0]","[0, 0, 0]",X 0..-100
Tierra,Veleta,Rotor_AxleY,"[0, 1.5, 0]","[0, 0, 0]",Y 0..360
Tierra,Portal,Aro_AxleZ,"[0, 2.42, 0]","[0, 0, 0]",Z 0..360
Tierra,Forja,Fuelle_HingeZ,"[-1.2, 0.8, 0]","[0, 0, 0]",Z 0..20
Tierra,Entrenamiento,Diana_AxleY,"[0, 1.43, 0]","[0, 0, 0]",Y +/-90
Tierra,Vitrina,Tapa_HingeX,"[0, 0.97, 0.45]","[0, 0, 0]",X 0..-100
Viento,Casa_Pequena,Puerta_HingeY,"[-0.84, 0.12, -3.22]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Casa_Pequena,Contraventana_HingeY,"[-2.49, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Casa_Pequena,Contraventana_HingeY_2,"[-1.41, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Casa_Pequena,Contraventana_HingeY_3,"[1.41, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Casa_Pequena,Contraventana_HingeY_4,"[2.49, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Casa_Jugador,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Casa_Jugador,Contraventana_HingeY,"[-2.99, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Casa_Jugador,Contraventana_HingeY_2,"[-1.9100000000000001, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Casa_Jugador,Contraventana_HingeY_3,"[1.9100000000000001, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Casa_Jugador,Contraventana_HingeY_4,"[2.99, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Casa_Dos_Estancias,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Casa_Dos_Estancias,Contraventana_HingeY,"[-3.49, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Casa_Dos_Estancias,Contraventana_HingeY_2,"[-2.41, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Casa_Dos_Estancias,Contraventana_HingeY_3,"[2.41, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Casa_Dos_Estancias,Contraventana_HingeY_4,"[3.49, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Posada,Puerta_HingeY,"[-0.84, 0.12, -4.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Posada,Contraventana_HingeY,"[-3.49, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Posada,Contraventana_HingeY_2,"[-2.41, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Posada,Contraventana_HingeY_3,"[2.41, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Posada,Contraventana_HingeY_4,"[3.49, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Tienda_Armas,Puerta_HingeY,"[-0.84, 0.12, -3.22]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Tienda_Armas,Contraventana_HingeY,"[-2.99, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Tienda_Armas,Contraventana_HingeY_2,"[-1.9100000000000001, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Tienda_Armas,Contraventana_HingeY_3,"[1.9100000000000001, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Tienda_Armas,Contraventana_HingeY_4,"[2.99, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Tienda_Armaduras,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Tienda_Armaduras,Contraventana_HingeY,"[-2.99, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Tienda_Armaduras,Contraventana_HingeY_2,"[-1.9100000000000001, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Tienda_Armaduras,Contraventana_HingeY_3,"[1.9100000000000001, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Tienda_Armaduras,Contraventana_HingeY_4,"[2.99, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Tienda_Artefactos,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Tienda_Artefactos,Contraventana_HingeY,"[-2.74, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Tienda_Artefactos,Contraventana_HingeY_2,"[-1.6600000000000001, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Tienda_Artefactos,Contraventana_HingeY_3,"[1.6600000000000001, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Tienda_Artefactos,Contraventana_HingeY_4,"[2.74, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Herreria,Puerta_HingeY,"[-0.84, 0.12, -3.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Herreria,Contraventana_HingeY,"[-3.24, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Herreria,Contraventana_HingeY_2,"[-2.16, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Herreria,Contraventana_HingeY_3,"[2.16, 1.22, -3.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Herreria,Contraventana_HingeY_4,"[3.24, 1.22, -3.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Archivo,Puerta_HingeY,"[-0.84, 0.12, -4.22]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Archivo,Contraventana_HingeY,"[-3.49, 1.22, -4.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Archivo,Contraventana_HingeY_2,"[-2.41, 1.22, -4.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Archivo,Contraventana_HingeY_3,"[2.41, 1.22, -4.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Archivo,Contraventana_HingeY_4,"[3.49, 1.22, -4.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Santuario,Puerta_HingeY,"[-0.84, 0.12, -4.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Santuario,Contraventana_HingeY,"[-3.24, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Santuario,Contraventana_HingeY_2,"[-2.16, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Santuario,Contraventana_HingeY_3,"[2.16, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Santuario,Contraventana_HingeY_4,"[3.24, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Mercado_Negro,Puerta_HingeY,"[-0.84, 0.12, -3.22]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Mercado_Negro,Contraventana_HingeY,"[-2.74, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Mercado_Negro,Contraventana_HingeY_2,"[-1.6600000000000001, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Mercado_Negro,Contraventana_HingeY_3,"[1.6600000000000001, 1.22, -3.19]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Mercado_Negro,Contraventana_HingeY_4,"[2.74, 1.22, -3.19]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Museo,Puerta_HingeY,"[-0.84, 0.12, -4.72]","[0, 100, 0]",Y: 0 cerrada / 100 abierta
Viento,Museo,Contraventana_HingeY,"[-3.49, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Museo,Contraventana_HingeY_2,"[-2.41, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Museo,Contraventana_HingeY_3,"[2.41, 1.22, -4.69]","[0, -100, 0]",Y: 0 cerrada / -100 abierta
Viento,Museo,Contraventana_HingeY_4,"[3.49, 1.22, -4.69]","[0, 80, 0]",Y: 180 cerrada / 80 abierta
Viento,Porton,Hoja_Izquierda_HingeY,"[-1.8, 0, 0]","[0, 90, 0]",Y 0..90
Viento,Porton,Hoja_Derecha_HingeY,"[1.8, 0, 0]","[0, 90, 0]",Y 180..90
Viento,Farola,Farol_SwingX,"[0.59, 2.68, 0]","[0, 0, 0]",X +/-12; Z +/-12
Viento,Farol_Pared,Farol_SwingX,"[0, 0.8, 0.45]","[0, 0, 0]",X +/-12; Z +/-12
Viento,Portilla,Portilla_HingeY,"[-0.8, 0, 0]","[0, 0, 0]",Y 0..100
Viento,Barril_Cerrado,Tapa_ExtraibleY,"[0, 1.04, 0]","[0, 0, 0]",traslacion +Y
Viento,Caja_Cerrada,Tapa_HingeX,"[0, 0.77, 0.42]","[0, 0, 0]",X 0..-100
Viento,Carro_Mano,Rueda_1_AxleZ,"[0.7311973, 0.512, -0.69]","[0, 0, 0]",Z 0..360
Viento,Carro_Mano,Rueda_2_AxleZ,"[0.7311973, 0.512, 0.69]","[0, 0, 0]",Z 0..360
Viento,Carretilla,Rueda_1_AxleZ,"[0.7091189999999999, 0.342, 0.0]","[0, 0, 0]",Z 0..360
Viento,Pozo,Torno_AxleX,"[0, 1.66, 0]","[0, 0, 0]",X 0..360
Viento,Cubo,Asa_AxleX,"[0, 0.51, 0]","[0, 0, 0]",X 0..90
Viento,Armario,Puerta_HingeY,"[-0.65, 0.1, -0.4]","[0, 0, 0]",Y +/-100 desde cerrado
Viento,Armario,Puerta_HingeY_2,"[0.65, 0.1, -0.4]","[0, 180, 0]",Y +/-100 desde cerrado
Viento,Cofre,Tapa_HingeX,"[0, 0.58, 0.34]","[0, 0, 0]",X 0..-105
Viento,Puerta,Hoja_HingeY,"[0, 0, 0]","[0, 0, 0]",Y 0..100
Viento,Contraventana,Hoja_HingeY,"[0, 0, 0]","[0, 0, 0]",Y 0..100
Viento,Trampilla,Tapa_HingeX,"[0, 0, 0]","[0, 0, 0]",X 0..-100
Viento,Veleta,Rotor_AxleY,"[0, 1.5, 0]","[0, 0, 0]",Y 0..360
Viento,Portal,Aro_AxleZ,"[0, 2.42, 0]","[0, 0, 0]",Z 0..360
Viento,Forja,Fuelle_HingeZ,"[-1.2, 0.8, 0]","[0, 0, 0]",Z 0..20
Viento,Entrenamiento,Diana_AxleY,"[0, 1.43, 0]","[0, 0, 0]",Y +/-90
Viento,Vitrina,Tapa_HingeX,"[0, 0.97, 0.45]","[0, 0, 0]",X 0..-100
