Elemento,Categoria,Prefab,Ruta,Triangulos,Hijos,Hijos_animables
Viento,Modulos,Suelo_4m,Biomes/Viento/Prefabs/Modulos/Suelo_4m.prefab,44,1,0
Viento,Modulos,Calle_Recta,Biomes/Viento/Prefabs/Modulos/Calle_Recta.prefab,396,1,0
Viento,Modulos,Cruce,Biomes/Viento/Prefabs/Modulos/Cruce.prefab,396,1,0
Viento,Modulos,Calle_Curva,Biomes/Viento/Prefabs/Modulos/Calle_Curva.prefab,528,1,0
Viento,Modulos,Bordillo,Biomes/Viento/Prefabs/Modulos/Bordillo.prefab,44,1,0
Viento,Modulos,Muro_2m,Biomes/Viento/Prefabs/Modulos/Muro_2m.prefab,44,1,0
Viento,Modulos,Muro_Puerta,Biomes/Viento/Prefabs/Modulos/Muro_Puerta.prefab,132,1,0
Viento,Modulos,Muro_Ventana,Biomes/Viento/Prefabs/Modulos/Muro_Ventana.prefab,176,1,0
Viento,Modulos,Pilar,Biomes/Viento/Prefabs/Modulos/Pilar.prefab,88,1,0
Viento,Modulos,Escalones,Biomes/Viento/Prefabs/Modulos/Escalones.prefab,132,1,0
Viento,Modulos,Rampa,Biomes/Viento/Prefabs/Modulos/Rampa.prefab,44,1,0
Viento,Modulos,Pasarela,Biomes/Viento/Prefabs/Modulos/Pasarela.prefab,704,1,0
Viento,Modulos,Muralla,Biomes/Viento/Prefabs/Modulos/Muralla.prefab,88,1,0
Viento,Modulos,Porton,Biomes/Viento/Prefabs/Modulos/Porton.prefab,1100,3,2
Viento,Modulos,Escalera_Interior,Biomes/Viento/Prefabs/Modulos/Escalera_Interior.prefab,792,1,0
Viento,Modulos,Tejado_Modular,Biomes/Viento/Prefabs/Modulos/Tejado_Modular.prefab,44,1,0
Viento,Modulos,Toldo,Biomes/Viento/Prefabs/Modulos/Toldo.prefab,44,1,0
Viento,Modulos,Barandilla,Biomes/Viento/Prefabs/Modulos/Barandilla.prefab,264,1,0
Viento,Modulos,Acequia,Biomes/Viento/Prefabs/Modulos/Acequia.prefab,132,1,0
Viento,Props,Puente_Madera,Biomes/Viento/Prefabs/Props/Puente_Madera.prefab,7656,1,0
Viento,Props,Banco_Respaldo,Biomes/Viento/Prefabs/Props/Banco_Respaldo.prefab,660,1,0
Viento,Props,Banco_Simple,Biomes/Viento/Prefabs/Props/Banco_Simple.prefab,484,1,0
Viento,Props,Mesa_Picnic,Biomes/Viento/Prefabs/Props/Mesa_Picnic.prefab,704,1,0
Viento,Props,Taburete,Biomes/Viento/Prefabs/Props/Taburete.prefab,336,1,0
Viento,Props,Silla,Biomes/Viento/Prefabs/Props/Silla.prefab,528,1,0
Viento,Props,Farola,Biomes/Viento/Prefabs/Props/Farola.prefab,624,3,1
Viento,Props,Farol_Pared,Biomes/Viento/Prefabs/Props/Farol_Pared.prefab,624,3,1
Viento,Props,Valla_Tablillas,Biomes/Viento/Prefabs/Props/Valla_Tablillas.prefab,660,1,0
Viento,Props,Valla_Travesanos,Biomes/Viento/Prefabs/Props/Valla_Travesanos.prefab,264,1,0
Viento,Props,Valla_Cruzada,Biomes/Viento/Prefabs/Props/Valla_Cruzada.prefab,352,1,0
Viento,Props,Valla_Esquina,Biomes/Viento/Prefabs/Props/Valla_Esquina.prefab,308,1,0
Viento,Props,Portilla,Biomes/Viento/Prefabs/Props/Portilla.prefab,572,2,1
Viento,Props,Bolardo,Biomes/Viento/Prefabs/Props/Bolardo.prefab,496,1,0
Viento,Props,Senal_Blanca,Biomes/Viento/Prefabs/Props/Senal_Blanca.prefab,132,1,0
Viento,Props,Barril_Cerrado,Biomes/Viento/Prefabs/Props/Barril_Cerrado.prefab,1632,2,1
Viento,Props,Barril_Abierto,Biomes/Viento/Prefabs/Props/Barril_Abierto.prefab,1472,1,0
Viento,Props,Caja_Cerrada,Biomes/Viento/Prefabs/Props/Caja_Cerrada.prefab,968,2,1
Viento,Props,Caja_Abierta,Biomes/Viento/Prefabs/Props/Caja_Abierta.prefab,924,1,0
Viento,Props,Tablones_Apilados,Biomes/Viento/Prefabs/Props/Tablones_Apilados.prefab,792,1,0
Viento,Props,Lenero,Biomes/Viento/Prefabs/Props/Lenero.prefab,1704,1,0
Viento,Props,Carro_Mano,Biomes/Viento/Prefabs/Props/Carro_Mano.prefab,2752,3,2
Viento,Props,Carretilla,Biomes/Viento/Prefabs/Props/Carretilla.prefab,1288,2,1
Viento,Props,Pozo,Biomes/Viento/Prefabs/Props/Pozo.prefab,696,4,1
Viento,Props,Abrevadero,Biomes/Viento/Prefabs/Props/Abrevadero.prefab,308,1,0
Viento,Props,Cubo,Biomes/Viento/Prefabs/Props/Cubo.prefab,496,2,1
Viento,Props,Saco,Biomes/Viento/Prefabs/Props/Saco.prefab,704,1,0
Viento,Props,Escalera,Biomes/Viento/Prefabs/Props/Escalera.prefab,1368,1,0
Viento,Props,Puesto_Sencillo,Biomes/Viento/Prefabs/Props/Puesto_Sencillo.prefab,660,1,0
Viento,Props,Jardinera,Biomes/Viento/Prefabs/Props/Jardinera.prefab,748,1,0
Viento,Props,Cama,Biomes/Viento/Prefabs/Props/Cama.prefab,220,1,0
Viento,Props,Armario,Biomes/Viento/Prefabs/Props/Armario.prefab,1232,3,2
Viento,Props,Cofre,Biomes/Viento/Prefabs/Props/Cofre.prefab,264,2,1
Viento,Props,Mesa_Interior,Biomes/Viento/Prefabs/Props/Mesa_Interior.prefab,220,1,0
Viento,Props,Estanteria,Biomes/Viento/Prefabs/Props/Estanteria.prefab,264,1,0
Viento,Props,Mostrador,Biomes/Viento/Prefabs/Props/Mostrador.prefab,88,1,0
Viento,Props,Cocina,Biomes/Viento/Prefabs/Props/Cocina.prefab,556,1,0
Viento,Props,Alfombra,Biomes/Viento/Prefabs/Props/Alfombra.prefab,44,1,0
Viento,Props,Puerta,Biomes/Viento/Prefabs/Props/Puerta.prefab,484,1,1
Viento,Props,Contraventana,Biomes/Viento/Prefabs/Props/Contraventana.prefab,264,1,1
Viento,Props,Trampilla,Biomes/Viento/Prefabs/Props/Trampilla.prefab,44,1,1
Viento,Props,Veleta,Biomes/Viento/Prefabs/Props/Veleta.prefab,336,2,1
Viento,Sistemas,Portal,Biomes/Viento/Prefabs/Sistemas/Portal.prefab,476,2,1
Viento,Sistemas,Altar_Sacrificio,Biomes/Viento/Prefabs/Sistemas/Altar_Sacrificio.prefab,520,2,0
Viento,Sistemas,Forja,Biomes/Viento/Prefabs/Sistemas/Forja.prefab,176,2,1
Viento,Sistemas,Yunque,Biomes/Viento/Prefabs/Sistemas/Yunque.prefab,132,1,0
Viento,Sistemas,Entrenamiento,Biomes/Viento/Prefabs/Sistemas/Entrenamiento.prefab,364,2,1
Viento,Sistemas,Vitrina,Biomes/Viento/Prefabs/Sistemas/Vitrina.prefab,132,2,1
Viento,Sistemas,Expositor_Armas,Biomes/Viento/Prefabs/Sistemas/Expositor_Armas.prefab,396,1,0
Viento,Sistemas,Pedestal_Trofeo,Biomes/Viento/Prefabs/Sistemas/Pedestal_Trofeo.prefab,288,1,0
Viento,Sistemas,Fuente_Purificacion,Biomes/Viento/Prefabs/Sistemas/Fuente_Purificacion.prefab,816,2,0
Viento,Sistemas,Jardin_Memorias,Biomes/Viento/Prefabs/Sistemas/Jardin_Memorias.prefab,308,2,0
